followee;follower;id_followee;id_follower
latercera;Francis55506662;2;1151
Cooperativa;mnesitheos;0;387
latercera;mnesitheos;2;387
elmostrador;mnesitheos;3;387
claudiomendez;mnesitheos;3831;387
Cooperativa;Martinox22331;0;490
EnriqueJaimeZa1;Martinox22331;11759;490
Cooperativa;Villegasvargas1;0;550
ChanaJavier;Villegasvargas1;32257;550
Cooperativa;Cervezervs;0;1027
__blackbird__rr;Cervezervs;40439;1027
Cooperativa;pirenkumey;0;996
elmostrador;pirenkumey;3;996
Cooperativa;Felipe90799552;0;1439
latercera;Felipe90799552;2;1439
elmostrador;Felipe90799552;3;1439
Cooperativa;carlosm84784631;0;128
PlazaItaliaStgo;carlosm84784631;29240;128
Cooperativa;SarmientoUP;0;497
elmostrador;SarmientoUP;3;497
productora_kyg;SarmientoUP;26330;497
Cooperativa;DiegoYGlott;0;629
alanisrg2;DiegoYGlott;32093;629
Cooperativa;CampesinoInfor1;0;905
elmostrador;CampesinoInfor1;3;905
Cooperativa;Natacha16968942;0;566
latercera;Natacha16968942;2;566
elmostrador;Natacha16968942;3;566
Cooperativa;yere_simon;0;986
VhmarquezA;yere_simon;40650;986
Cooperativa;Carmenghs;0;2147
Cooperativa;feeliipeql;0;1197
latercera;feeliipeql;2;1197
elmostrador;feeliipeql;3;1197
Jimespana87;feeliipeql;37456;1197
desafio2030;feeliipeql;10014;1197
Cooperativa;gwx35352141;0;1210
Cooperativa;Cristia31667910;0;680
Cooperativa;Catadiseno71;0;1257
elsoldeiquique;Catadiseno71;5629;1257
Cooperativa;Fabinmo42101925;0;771
Cooperativa;Juan6812;0;1191
elmostrador;Juan6812;3;1191
Cooperativa;LeslieCatalina7;0;1428
latercera;LeslieCatalina7;2;1428
elmostrador;LeslieCatalina7;3;1428
yyutroni;LeslieCatalina7;16110;1428
zan_tray;LeslieCatalina7;11952;1428
geperez1968;LeslieCatalina7;7950;1428
Cooperativa;Ysabel26364757;0;2328
latercera;Ysabel26364757;2;2328
elmostrador;Ysabel26364757;3;2328
YasnaFritz;Ysabel26364757;37973;2328
Cooperativa;sebasti01122672;0;1304
EmilioPampero;sebasti01122672;22959;1304
Cooperativa;Maurici73060802;0;1398
latercera;Maurici73060802;2;1398
elmostrador;Maurici73060802;3;1398
Krs2ball;Maurici73060802;31397;1398
Cooperativa;CMCarabineros;0;1271
elmostrador;CMCarabineros;3;1271
edumiragu;CMCarabineros;1696;1271
albertoamigasad;CMCarabineros;41566;1271
Cooperativa;Yasmin34535309;0;894
Cooperativa;Brandon32834606;0;1987
Cooperativa;SebaDelpe;0;2168
3eroBorges;SebaDelpe;18649;2168
FIMA_Chile;SebaDelpe;21257;2168
Cooperativa;JosefaPoblete5;0;895
Cooperativa;CamilaA87717472;0;2037
latercera;CamilaA87717472;2;2037
jaduecamilo11;CamilaA87717472;39794;2037
Cooperativa;Claudit40268952;0;2264
Cooperativa;FelipeandrezTo1;0;2171
Cooperativa;JorgeBa77094865;0;651
elfuenteovejuno;JorgeBa77094865;29781;651
Cooperativa;salfita5;0;2975
elmostrador;salfita5;3;2975
Cooperativa;Claudia60071778;0;2334
Cooperativa;PiaNacha13;0;835
Cooperativa;dennbver;0;1094
latercera;dennbver;2;1094
Cooperativa;Escarletcastro3;0;2811
Cooperativa;Franco86979095;0;2281
LFNVFER;Franco86979095;16987;2281
Cooperativa;BryanMa01862949;0;2651
peloche_thomas;BryanMa01862949;5156;2651
ARTNikoloz;BryanMa01862949;19336;2651
Cooperativa;LexInstituto;0;1692
Cooperativa;Cristia40105729;0;1855
JuanYae63258777;Cristia40105729;38339;1855
Cooperativa;TimidamenteTim1;0;2955
elmostrador;TimidamenteTim1;3;2955
Cooperativa;Rodrigo84890123;0;2742
Cooperativa;Joselo11192574;0;1852
elmostrador;Joselo11192574;3;1852
Quiroz890423;Joselo11192574;21455;1852
Cooperativa;eduardo22273413;0;1118
elmostrador;eduardo22273413;3;1118
prismaconsultor;eduardo22273413;23536;1118
Cooperativa;Fernand37868264;0;2715
latercera;Fernand37868264;2;2715
elmostrador;Fernand37868264;3;2715
paulo_cct;Fernand37868264;16199;2715
clacolombog;Fernand37868264;5323;2715
AmaliaGonzalezE;Fernand37868264;32379;2715
Cooperativa;almendrabellota;0;2996
Cooperativa;Alejand34876145;0;1632
Cooperativa;Carolin50949136;0;1702
elmostrador;Carolin50949136;3;1702
Cooperativa;Genaro03743379;0;1676
latercera;Genaro03743379;2;1676
elmostrador;Genaro03743379;3;1676
RosyQuezadaM1;Genaro03743379;1770;1676
Eli_vvv;Genaro03743379;13820;1676
Cooperativa;Juancar95567051;0;1929
latercera;Juancar95567051;2;1929
elmostrador;Juancar95567051;3;1929
lababychika1;Juancar95567051;23966;1929
Cooperativa;PiaConejera;0;2094
Cooperativa;IvetteR05906540;0;1101
ange_ormeno;IvetteR05906540;36657;1101
aadedeji913;IvetteR05906540;24936;1101
Cooperativa;RafaelRalil;0;1090
Cooperativa;Nicoaguiq;0;1995
elmostrador;Nicoaguiq;3;1995
marcelom1967;Nicoaguiq;34311;1995
Cooperativa;djgersonRodrig1;0;1776
Cooperativa;danisaHernndez1;0;855
Cooperativa;JulitoM29100036;0;1764
elmostrador;JulitoM29100036;3;1764
Cooperativa;MiguelM66700153;0;824
latercera;MiguelM66700153;2;824
GBIF;MiguelM66700153;26424;824
Cooperativa;Javiera58508208;0;809
liiszh;Javiera58508208;30801;809
Cooperativa;Diego70666430;0;2060
CLP2BTC;Diego70666430;4705;2060
Cooperativa;Luiscolomerago1;0;575
latercera;Luiscolomerago1;2;575
elmostrador;Luiscolomerago1;3;575
el_swamo;Luiscolomerago1;15424;575
rsumen;Luiscolomerago1;35419;575
Cooperativa;VRizard;0;773
elmostrador;VRizard;3;773
PaolaMeloCea;VRizard;14778;773
Cooperativa;AndrsS92555484;0;473
poeticanaju;AndrsS92555484;27127;473
Cooperativa;Nicolas52485643;0;731
elmostrador;Nicolas52485643;3;731
txavileon1984;Nicolas52485643;40062;731
Cooperativa;martin26959731;0;430
latercera;martin26959731;2;430
elmostrador;martin26959731;3;430
gerarlei;martin26959731;19960;430
Cooperativa;BxnjaZpk;0;2311
Erick_ACAB_96;BxnjaZpk;30646;2311
GloriaGaete;BxnjaZpk;28676;2311
Cooperativa;PrajjwalSisodia;0;2271
Sviaaorg;PrajjwalSisodia;24954;2271
Cooperativa;JonathanHdz21;0;1214
Estebanhund;JonathanHdz21;36680;1214
Cooperativa;JasonTreufo;0;633
latercera;JasonTreufo;2;633
medicencaarly;JasonTreufo;26883;633
Cooperativa;AlexMuermo;0;2298
elmostrador;AlexMuermo;3;2298
Cooperativa;NehemiasMatama2;0;1447
Fernan2Andres;NehemiasMatama2;8090;1447
ignacia_valeria;NehemiasMatama2;7866;1447
Cooperativa;LorensTorres6;0;2039
ComunidadNadie;LorensTorres6;30180;2039
Cooperativa;INCITAT57499920;0;1109
Cooperativa;PilarvilaPrez2;0;2133
elmostrador;PilarvilaPrez2;3;2133
mauriciopinom;PilarvilaPrez2;15224;2133
morilloindira20;PilarvilaPrez2;37210;2133
Cooperativa;molt_maca;0;2929
Parrillero2013;molt_maca;18468;2929
Cooperativa;NiyirethCortes2;0;2527
Cooperativa;Carol53856596;0;2195
elmostrador;Carol53856596;3;2195
PaulaRosso7;Carol53856596;1854;2195
Cooperativa;LuisYan25010285;0;2749
Cooperativa;Chio47326565;0;671
walo444444;Chio47326565;5676;671
Cooperativa;CarlosVelascoP5;0;2382
InsalesEs;CarlosVelascoP5;13698;2382
MarciaPRO76;CarlosVelascoP5;19201;2382
Cooperativa;Jonatha74686628;0;1791
elmostrador;Jonatha74686628;3;1791
Cooperativa;Jesus29909070;0;1412
latercera;Jesus29909070;2;1412
Cooperativa;FrancoM40217514;0;115
latercera;FrancoM40217514;2;115
elmostrador;FrancoM40217514;3;115
Murielvaldeneg1;FrancoM40217514;29572;115
Cooperativa;pezo_gladys;0;1592
titinchago;pezo_gladys;26187;1592
Cooperativa;atlasnightmare;0;2898
Cooperativa;Mark03879164;0;2247
elgonzachef;Mark03879164;31165;2247
Cooperativa;sanhuuueza;0;564
lisettemunozoj1;sanhuuueza;17404;564
Cooperativa;Jonatha37893001;0;843
Cooperativa;magaly34898026;0;2416
latercera;magaly34898026;2;2416
elmostrador;magaly34898026;3;2416
esterencasa;magaly34898026;12785;2416
Cooperativa;KevinAr10418521;0;105
Cooperativa;criseduard98;0;1343
FundacionDBosco;criseduard98;6788;1343
Cooperativa;Gino36237600;0;2766
latercera;Gino36237600;2;2766
elmostrador;Gino36237600;3;2766
Cooperativa;NelsonAravena15;0;509
ChileCoach1;NelsonAravena15;37440;509
Cooperativa;AnedLuis;0;1587
Cooperativa;MarianaAlcaino;0;2052
latercera;MarianaAlcaino;2;2052
Cooperativa;jenifer76566348;0;998
latercera;jenifer76566348;2;998
Cooperativa;Fernand60401370;0;2097
latercera;Fernand60401370;2;2097
elmostrador;Fernand60401370;3;2097
Cooperativa;isidora25555030;0;2325
Cooperativa;marco66herrera;0;337
ProfeRomulo;marco66herrera;39325;337
Cooperativa;Alamiro00730037;0;2746
rodolfofinanza;Alamiro00730037;24191;2746
Cooperativa;Macaren31303815;0;361
latercera;Macaren31303815;2;361
elmostrador;Macaren31303815;3;361
elerrina22;Macaren31303815;38677;361
Lecimat_Lab;Macaren31303815;29021;361
Cooperativa;Alejand47659785;0;1760
elmostrador;Alejand47659785;3;1760
primarias2020;Alejand47659785;35023;1760
Cooperativa;HalfLion1;0;294
Cooperativa;elicarely;0;1739
TesoroMoctezuma;elicarely;9128;1739
Cooperativa;El_J1mmy;0;2533
Cooperativa;JoseIgn75844435;0;2690
latercera;JoseIgn75844435;2;2690
elmostrador;JoseIgn75844435;3;2690
lauralbornoz;JoseIgn75844435;22961;2690
Cooperativa;MiOtroY66433223;0;2406
latercera;MiOtroY66433223;2;2406
elmostrador;MiOtroY66433223;3;2406
Cooperativa;carlos1305mayo;0;706
PanchoTapia13;carlos1305mayo;79;706
MAJOSEPUGA;carlos1305mayo;1088;706
patisinger;carlos1305mayo;1536;706
lagauchapuq;carlos1305mayo;31387;706
Cooperativa;Pimpine15268838;0;2418
latercera;Pimpine15268838;2;2418
asencio_javi;Pimpine15268838;33670;2418
Cooperativa;Nicolss27694852;0;298
Cooperativa;Rixard03638956;0;1537
Cooperativa;JesusCo21814605;0;444
Hodorwinterfel;JesusCo21814605;21263;444
Cooperativa;ANDRES79502223;0;46
dalacost;ANDRES79502223;14383;46
Cooperativa;Helsinsky5;0;1006
latercera;Helsinsky5;2;1006
elmostrador;Helsinsky5;3;1006
mangaslvt;Helsinsky5;21253;1006
Cooperativa;Genesis22615311;0;1149
veronic66342087;Genesis22615311;4361;1149
Cooperativa;Pimpine03182078;0;2523
latercera;Pimpine03182078;2;2523
elmostrador;Pimpine03182078;3;2523
EnrqueYez1;Pimpine03182078;32858;2523
Cooperativa;ErickNa54213838;0;1096
Cooperativa;gajardo_erik;0;1392
Dulce_Condena73;gajardo_erik;11353;1392
Cooperativa;franbios;0;2568
Cooperativa;VL84056849;0;2936
elmostrador;VL84056849;3;2936
Cooperativa;Gabby88970324;0;2411
latercera;Gabby88970324;2;2411
elmostrador;Gabby88970324;3;2411
Cooperativa;ciudadanoidiota;0;2427
cgpinilla;ciudadanoidiota;34193;2427
Cooperativa;MaiteFuenzalid4;0;148
latercera;MaiteFuenzalid4;2;148
sachalorcalove;MaiteFuenzalid4;32950;148
Cooperativa;Benjami93794459;0;340
VeroPazCA;Benjami93794459;23340;340
Cooperativa;pesao_soy;0;1022
latercera;pesao_soy;2;1022
elmostrador;pesao_soy;3;1022
Jooocaro;pesao_soy;36757;1022
Cooperativa;jaensimex;0;802
Cooperativa;Carlosa44354603;0;758
elmostrador;Carlosa44354603;3;758
Suma_Qamana;Carlosa44354603;30459;758
Cooperativa;PincheiraValdes;0;2412
Cooperativa;Wiloski5;0;906
MiPortafoliocl;Wiloski5;39652;906
Cooperativa;GuillermoRenCo2;0;287
Cooperativa;Mari84308050;0;97
cristopher_kli;Mari84308050;28217;97
SiyaRaps;Mari84308050;29396;97
Sara01696542;Mari84308050;5158;97
Cooperativa;Jasonbourne131;0;2033
elmostrador;Jasonbourne131;3;2033
jeremievdp;Jasonbourne131;11351;2033
Cooperativa;Giova86071890;0;793
latercera;Giova86071890;2;793
SergioCabelloL;Giova86071890;36687;793
Cooperativa;juancordovad;0;2999
Cooperativa;EganaJohany;0;2442
Cooperativa;JorgeSa17582982;0;2308
latercera;JorgeSa17582982;2;2308
elmostrador;JorgeSa17582982;3;2308
NCorraleras;JorgeSa17582982;32772;2308
VicenteAlmerich;JorgeSa17582982;10172;2308
Cooperativa;xenia1968;0;698
latercera;xenia1968;2;698
Cooperativa;TakeoCesar;0;1830
HugoOrt81843005;TakeoCesar;5910;1830
Cooperativa;mallea_clau;0;347
fiudec;mallea_clau;17777;347
Cooperativa;Delyta10;0;614
latercera;Delyta10;2;614
elmostrador;Delyta10;3;614
Cooperativa;pablosk79233931;0;2288
Cooperativa;camilaf13425659;0;1603
Cooperativa;CiroG16;0;119
Cooperativa;1313_yayo;0;1763
elmostrador;1313_yayo;3;1763
Patrici04887481;1313_yayo;560;1763
NicolsMujica10;1313_yayo;2819;1763
Cooperativa;Mdjahed79124460;0;87
kasantander;Mdjahed79124460;11615;87
Cooperativa;TaigaRecuperem1;0;216
latercera;TaigaRecuperem1;2;216
Naibaf57432647;TaigaRecuperem1;29441;216
Cooperativa;InostrozaNapo;0;3004
VichoJelves;InostrozaNapo;24960;3004
Cooperativa;PaulaHuenchuleo;0;1182
Bintaheer001;PaulaHuenchuleo;21030;1182
FelipeSmides;PaulaHuenchuleo;22440;1182
Cooperativa;LeydyMora4;0;732
Cooperativa;Antonio10269661;0;472
elmostrador;Antonio10269661;3;472
Cooperativa;yasnaGmez5;0;2398
Balranger;yasnaGmez5;35188;2398
CaamyFlores;yasnaGmez5;17455;2398
Cooperativa;ercvp;0;2556
Cooperativa;Barbara43608158;0;2259
Cooperativa;HernanFelipeCa3;0;1403
Cooperativa;JorgeIg35374759;0;4
elmostrador;JorgeIg35374759;3;4
jlvaldivieso96;JorgeIg35374759;38552;4
Paulville76;JorgeIg35374759;22850;4
AleWeisse;JorgeIg35374759;29342;4
Cooperativa;emerson31579950;0;721
elmostrador;emerson31579950;3;721
Cooperativa;Divulgaciencia4;0;1892
elmostrador;Divulgaciencia4;3;1892
Chilenito821;Divulgaciencia4;18461;1892
Cooperativa;Beto55482707;0;2872
latercera;Beto55482707;2;2872
elmostrador;Beto55482707;3;2872
Cooperativa;JerryDo86748139;0;1246
MiguelMoralesA5;JerryDo86748139;12914;1246
hertada86;JerryDo86748139;36458;1246
Cooperativa;rafa_2141;0;1604
Cooperativa;Jordan63536476;0;2488
Cooperativa;Alberto52954800;0;544
elmostrador;Alberto52954800;3;544
Martin30986440;Alberto52954800;29750;544
Cooperativa;ivanalvarez_uwu;0;2381
latercera;ivanalvarez_uwu;2;2381
elmostrador;ivanalvarez_uwu;3;2381
LeonardoSiere;ivanalvarez_uwu;24693;2381
Cooperativa;Matias27206959;0;760
Cooperativa;Claudio00614165;0;1209
elmostrador;Claudio00614165;3;1209
KateRosssu;Claudio00614165;7061;1209
Cooperativa;JulioQuispe3007;0;1000
Cooperativa;Johana78897673;0;524
samarinc;Johana78897673;21242;524
Cooperativa;marcelo50171824;0;2015
elmostrador;marcelo50171824;3;2015
Cooperativa;KarinGaticaC08;0;1646
Cooperativa;aspeei;0;1034
felipehoffa;aspeei;10439;1034
iArrobador;aspeei;19237;1034
Cooperativa;JaimeFi57576687;0;15
MariaParraguezD;JaimeFi57576687;9934;15
Cooperativa;Matias88643370;0;468
elmostrador;Matias88643370;3;468
Cooperativa;Enrique09550368;0;2624
latercera;Enrique09550368;2;2624
elmostrador;Enrique09550368;3;2624
fccientifica;Enrique09550368;27783;2624
Cooperativa;Mangusmorrin;0;440
Cooperativa;JoseRubenIturr1;0;2781
latercera;JoseRubenIturr1;2;2781
elmostrador;JoseRubenIturr1;3;2781
calmao_9;JoseRubenIturr1;20487;2781
Casafuz1;JoseRubenIturr1;10023;2781
Chavezdaniell12;JoseRubenIturr1;7922;2781
Cooperativa;Stephan23996559;0;1690
latercera;Stephan23996559;2;1690
GutiiAlvaro;Stephan23996559;37302;1690
slothilda_;Stephan23996559;6079;1690
Cooperativa;YarelaAysen;0;1589
elmostrador;YarelaAysen;3;1589
OTDChile;YarelaAysen;816;1589
Cooperativa;JeyVaras;0;2798
Cooperativa;cinemagol;0;1957
latercera;cinemagol;2;1957
elmostrador;cinemagol;3;1957
Cooperativa;paulinavall;0;1173
AlexPaulAltami1;paulinavall;9563;1173
pauloprensa;paulinavall;19979;1173
Cooperativa;Isaac78166706;0;2806
Cooperativa;MiguelA79565936;0;2574
Cooperativa;NataliaGatica18;0;692
Cooperativa;algarra_diego;0;2390
kunamaskta;algarra_diego;35939;2390
cata_onate;algarra_diego;9477;2390
Cooperativa;cceas_;0;1236
latercera;cceas_;2;1236
Ale53834885;cceas_;2266;1236
jquezadaq;cceas_;7386;1236
Cooperativa;JuliaCarmenPon2;0;755
rafaelamissagia;JuliaCarmenPon2;20508;755
Cooperativa;SMonje27;0;700
soyvaldiviacl;SMonje27;1;700
latercera;SMonje27;2;700
elmostrador;SMonje27;3;700
covidlosrios;SMonje27;1619;700
CamaraServ;SMonje27;1873;700
rapopular;SMonje27;2242;700
valdivia_city;SMonje27;2989;700
ErikaHennings;SMonje27;37304;700
Cooperativa;CorvMauro;0;377
JorgeMirandaPi5;CorvMauro;37704;377
pauly_ep;CorvMauro;38870;377
MaryJef86810359;CorvMauro;18801;377
Cooperativa;TioVic0r;0;959
latercera;TioVic0r;2;959
Cooperativa;mefistoramsed;0;2228
paola_basualto;mefistoramsed;1380;2228
Cooperativa;2021Valencia;0;2632
latercera;2021Valencia;2;2632
elmostrador;2021Valencia;3;2632
Cooperativa;KarlSteiner25;0;870
latercera;KarlSteiner25;2;870
elmostrador;KarlSteiner25;3;870
Cooperativa;pablo33823662;0;386
ingridruxita;pablo33823662;19199;386
Cooperativa;Yaneth08300048;0;245
latercera;Yaneth08300048;2;245
PatriciaBurgosV;Yaneth08300048;22071;245
Cooperativa;WendyNata3;0;1481
latercera;WendyNata3;2;1481
elmostrador;WendyNata3;3;1481
Cooperativa;aninir_paulina;0;1146
Cooperativa;alvaro18contre;0;2883
Cooperativa;Clara02585902;0;2132
latercera;Clara02585902;2;2132
Ogarcia72;Clara02585902;41521;2132
Cooperativa;ricardo_andresh;0;1902
franciseiche91;ricardo_andresh;40708;1902
EstradaClarke;ricardo_andresh;5251;1902
Cooperativa;MarioPerezHer19;0;599
RolandoHernn1;MarioPerezHer19;1292;599
VanesaChoi;MarioPerezHer19;17804;599
Cooperativa;MauricioSotoAr4;0;1654
latercera;MauricioSotoAr4;2;1654
AlexaEscotto;MauricioSotoAr4;20274;1654
Cooperativa;jefamir;0;2777
rubelangelfturu;jefamir;37891;2777
Cooperativa;Antonio53528709;0;1842
elmostrador;Antonio53528709;3;1842
Cooperativa;LiempiLeonardo;0;1840
latercera;LiempiLeonardo;2;1840
elmostrador;LiempiLeonardo;3;1840
Cooperativa;Juanelo50911610;0;782
Cooperativa;Francis24172468;0;2207
elmostrador;Francis24172468;3;2207
Cooperativa;WittoPatricia;0;2035
latercera;WittoPatricia;2;2035
elmostrador;WittoPatricia;3;2035
Cooperativa;Francis61094625;0;1103
latercera;Francis61094625;2;1103
Cooperativa;mariade50285440;0;1437
latercera;mariade50285440;2;1437
elmostrador;mariade50285440;3;1437
parrillero69;mariade50285440;36215;1437
peti_mary;mariade50285440;8722;1437
Cooperativa;MarcelaAlmona13;0;2974
Matilda20055;MarcelaAlmona13;30470;2974
Cooperativa;HectorC42220805;0;31
guital_marcelo;HectorC42220805;18987;31
Cooperativa;G89724835Cortes;0;2319
maspaisaqlarepa;G89724835Cortes;39710;2319
fedepamplona;G89724835Cortes;34057;2319
polaris__74;G89724835Cortes;39800;2319
Cooperativa;NataliaAllayme;0;1451
Cooperativa;FELIPES06747844;0;1753
Cooperativa;FelipeF27620099;0;1963
Cooperativa;Jenny_Jara_G;0;2700
_incomprobables;Jenny_Jara_G;10305;2700
Cooperativa;Nany09380030;0;2693
latercera;Nany09380030;2;2693
elmostrador;Nany09380030;3;2693
dania_ardiles;Nany09380030;32370;2693
consejosfeliz10;Nany09380030;34928;2693
Cooperativa;Claudio25234425;0;592
latercera;Claudio25234425;2;592
ciudadanoidiota;Claudio25234425;2427;592
Cooperativa;clement76937159;0;2925
Cooperativa;Anonimu31744090;0;2162
Cooperativa;tamaraorfebre;0;2032
Cooperativa;Asoflo2;0;2422
Cooperativa;SebitaIgnacio3;0;2615
pablocarmonam;SebitaIgnacio3;1919;2615
its__ada;SebitaIgnacio3;32351;2615
Cooperativa;Margari70017729;0;1509
SushiBubbaGump;Margari70017729;30680;1509
CristoeselSr;Margari70017729;19825;1509
Cooperativa;MarioCa49795871;0;384
Cooperativa;Francis17526952;0;886
KyMaanii19;Francis17526952;5246;886
BunnyIsMyName;Francis17526952;3733;886
Cooperativa;MaikMai01754613;0;58
Cooperativa;Moises94758308;0;2829
Cooperativa;Moises94758308;0;2829
RaddatzJorge;Moises94758308;34331;2829
Cooperativa;Luccian18101656;0;1785
Cooperativa;AlejandroOrsti1;0;1867
elmostrador;AlejandroOrsti1;3;1867
alejandronunezn;AlejandroOrsti1;3713;1867
Cooperativa;_KarenS;0;234
pablopinoca;_KarenS;18068;234
Cooperativa;Alejand27422799;0;2613
notsag13;Alejand27422799;3890;2613
ProvosteJorge;Alejand27422799;2967;2613
Cooperativa;Lishaoran15;0;104
Aleutico;Lishaoran15;36899;104
Isabella141098;Lishaoran15;30209;104
ValiPreller;Lishaoran15;27901;104
Cooperativa;Yolanda85327706;0;328
latercera;Yolanda85327706;2;328
LobosHector;Yolanda85327706;32915;328
Cooperativa;larrain_ignacia;0;2356
Cooperativa;Urmahcat;0;68
mop_rm;Urmahcat;21797;68
Cooperativa;Daniela17367969;0;2049
latercera;Daniela17367969;2;2049
Sintrainquigas3;Daniela17367969;26004;2049
PS_SanJavier;Daniela17367969;23091;2049
Cooperativa;yeseniaarancib6;0;411
latercera;yeseniaarancib6;2;411
elmostrador;yeseniaarancib6;3;411
jimenezanabalon;yeseniaarancib6;11447;411
Cooperativa;reynaarvalo3;0;262
Cooperativa;Camila97346455;0;975
Cooperativa;UnapING2030;0;1115
oliver46283385;UnapING2030;9838;1115
Cooperativa;niss_lzc;0;41820
Cooperativa;MillarayValdeb7;0;1307
Estefan63478216;MillarayValdeb7;921;1307
Cooperativa;inhu_manu;0;1903
Cooperativa;GajardoBlanco;0;1073
BambuMedicalSpa;GajardoBlanco;24901;1073
Andre1979march1;GajardoBlanco;25676;1073
Cooperativa;sebastianep4;0;1438
Maxinguer2;sebastianep4;26143;1438
Viviana37319236;sebastianep4;1329;1438
Cooperativa;tdvC0TsJbyJOz4p;0;1806
AnefLagos;tdvC0TsJbyJOz4p;7843;1806
Cooperativa;Cristia12173338;0;75
Cooperativa;Yerko77934569;0;1500
PauGarciaRadio;Yerko77934569;28274;1500
Cooperativa;Stephan81984632;0;2150
GatoDelInternet;Stephan81984632;3688;2150
Cooperativa;13Kamencho;0;944
AFROCHAMBERccab;13Kamencho;39391;944
CgUbilla;13Kamencho;16256;944
Cooperativa;RinaNany;0;2079
elmostrador;RinaNany;3;2079
wilks_rover;RinaNany;1844;2079
Cooperativa;Alfonsospence11;0;2591
Cooperativa;alejandrobayro;0;1600
latercera;alejandrobayro;2;1600
Cooperativa;Cancerbero114;0;1032
latercera;Cancerbero114;2;1032
elmostrador;Cancerbero114;3;1032
Cooperativa;VctorCepedaQue1;0;1874
the_miguel2011;VctorCepedaQue1;29004;1874
Cooperativa;rhurtadou;0;672
Cooperativa;ParkHye22372443;0;284
Cooperativa;JulioMo14901932;0;807
24genco;JulioMo14901932;357;807
Cooperativa;c_v30680505;0;1316
latercera;c_v30680505;2;1316
mgagro7;c_v30680505;41308;1316
WCensurado;c_v30680505;4172;1316
Cooperativa;abelito21579407;0;1510
kakomo;abelito21579407;19017;1510
Cooperativa;JoseMuo86812954;0;2827
elmostrador;JoseMuo86812954;3;2827
Cooperativa;Mauri_Vene;0;1668
Cooperativa;Paulina64364118;0;1347
Cooperativa;SebastinCaroGu1;0;205
latercera;SebastinCaroGu1;2;205
Cooperativa;Robertita_F;0;280
TomasCa26828747;Robertita_F;16211;280
Cooperativa;Hildegar1658gm2;0;2783
latercera;Hildegar1658gm2;2;2783
elmostrador;Hildegar1658gm2;3;2783
Cooperativa;Rodrigo70132111;0;1430
Cooperativa;Gonfoterio1;0;41835
latercera;Gonfoterio1;2;41835
elmostrador;Gonfoterio1;3;41835
PC_JAL;Gonfoterio1;28296;41835
Cooperativa;francis54184937;0;1224
presubox;francis54184937;4623;1224
Cooperativa;Bianca02565864;0;35
raulhernan1959;Bianca02565864;7474;35
Cooperativa;jeria_rocio;0;240
latercera;jeria_rocio;2;240
elmostrador;jeria_rocio;3;240
SopiaJessica;jeria_rocio;7341;240
Cooperativa;sznancy;0;2408
